accession,name,ftp_path
GCA_025506515.1,GCA_025506515.1 ASM2550651v1 Flaveria trinervia,
GCA_963921925.1,GCA_963921925.1 csSphTene1.1 Sphagnum tenellum,
GCA_019425755.1,GCA_019425755.1 ASM1942575v1 Amaranthus cruentus,
GCA_034768395.1,GCA_034768395.1 NDSU_LiLewi_1.0 Linum lewisii,
GCA_954870605.1,GCA_954870605.1 drAceCamp1.1 Acer campestre,
GCA_018257905.1,GCA_018257905.1 V1 Gillenia trifoliata,
GCA_951230915.1,GCA_951230915.1 cbAntCurt1.1 Antitrichia curtipendula,
GCA_016920895.1,GCA_016920895.1 VacMyr_v1.0 Vaccinium myrtillus,
GCF_029867415.1,GCF_029867415.1 Vvil1.0 Vicia villosa,
GCA_963920765.1,GCA_963920765.1 cbUloCris4.1 Ulota crispa,
GCA_018703695.1,GCA_018703695.1 JKI_Pf_1.0 Prunus fruticosa,
GCA_029204005.1,GCA_029204005.1 ASM2920400v1 Salix udensis,
GCA_032356905.1,GCA_032356905.1 Salix_exigua_SE967M Salix exigua,
GCA_029228605.1,GCA_029228605.1 ASM2922860v1 Salix koriyanagi,
GCA_963920575.1,GCA_963920575.1 ldNarOssi1.1 Narthecium ossifragum,
GCA_014858505.1,GCA_014858505.1 Ccitriodora_v2_1 Corymbia citriodora subsp. variegata,
GCA_025413485.1,GCA_025413485.1 ASM2541348v1 Ficus microcarpa,
GCA_029228515.1,GCA_029228515.1 Populus_alba_x_berolinensis.Group_A.v1.2 Populus alba x Populus x berolinensis,
GCA_006937295.1,GCA_006937295.1 ASM693729v1 Carpinus fangiana,
GCA_023333625.1,GCA_023333625.1 ASM2333362v1 Bothriochloa decipiens,
GCF_029784015.1,GCF_029784015.1 AGI_CSIRO_Lferr_CH_V1 Lycium ferocissimum,
GCA_013407115.1,GCA_013407115.1 G.lat_10XGenomicsChromium.v1 Glycine latifolia,
GCA_000325765.3,GCA_000325765.3 Lperr_V1.4 Leersia perrieri,
GCA_009746105.1,GCA_009746105.1 ASM974610v1 Rhododendron williamsianum,
GCA_004027125.1,GCA_004027125.1 Gothu_v1 Gossypium thurberi,
GCA_013677245.1,GCA_013677245.1 ASM1367724v1 Gossypium davidsonii,
GCA_013677255.1,GCA_013677255.1 ASM1367725v1 Gossypium harknessii,
GCA_020567845.1,GCA_020567845.1 ASM2056784v1 Rhododendron henanense subsp. lingbaoense,
GCA_040285675.1,GCA_040285675.1 Osph-v2.3 Ophrys sphegodes subsp. sphegodes,
GCA_036936925.1,GCA_036936925.1 ASM3693692v1 Cenchrus fungigraminus,
GCA_040144145.1,GCA_040144145.1 PSU_Pinf_1 Poa infirma,
GCA_040182985.1,GCA_040182985.1 ASM4018298v1 Lithocarpus litseifolius,
GCA_039764185.1,GCA_039764185.1 ASM3976418v1 Tamarix austromongolica,
GCA_038501285.1,GCA_038501285.1 BYU_p_eatonii_888 Penstemon eatonii,
GCA_040181865.1,GCA_040181865.1 BTMC_D.rupestre_1.0 Dracocephalum rupestre,
GCA_030864215.1,GCA_030864215.1 ASM3086421v1 Capsicum pubescens,
GCA_037074495.1,GCA_037074495.1 ASM3707449v1 Acacia confusa,
GCA_963921465.1,GCA_963921465.1 WRC_timopheevii_genome_with_organelles Triticum timopheevii,
GCA_030378225.1,GCA_030378225.1 ASM3037822v1 Knoxia roxburghii,
GCA_039657365.1,GCA_039657365.1 ASM3965736v1 Stephania yunnanensis,
GCA_024500155.1,GCA_024500155.1 ASM2450015v1 Chenopodium formosanum,
GCA_949775105.1,GCA_949775105.1 Ocorymbosa-M15.v1 Oldenlandia corymbosa var. corymbosa,
GCA_028671895.1,GCA_028671895.1 ASM2867189v1 Oenanthe sinensis,
GCA_030544415.1,GCA_030544415.1 ASM3054441v1 Thalia dealbata,
GCA_037954105.1,GCA_037954105.1 Cgla_1 Canavalia gladiata,
GCA_028017165.1,GCA_028017165.1 ASM2801716v1 Herpetospermum pedunculosum,
GCA_964187925.1,GCA_964187925.1 ddCorAlbu.pri Corema album,
GCA_027725995.1,GCA_027725995.1 MPIPZ_rhyTen1m_1 Rhynchospora tenuis,
GCA_030848705.1,GCA_030848705.1 IITP_Hsosn_ver7 Heracleum sosnowskyi,
GCA_039657345.1,GCA_039657345.1 ASM3965734v1 Stephania japonica,
GCA_027563935.2,GCA_027563935.2 ASM2756393v2 Costus lasius,
GCA_963930655.1,GCA_963930655.1 dhMyrGale1.1 Myrica gale,
GCA_021018995.1,GCA_021018995.1 ASM2101899v1 Chloranthus sessilifolius,
GCA_036346355.1,GCA_036346355.1 KIB_Rrac_1 Rhipidocladum racemiflorum,
GCA_963556525.1,GCA_963556525.1 C_excelsa_V5 Cochlearia excelsa,
GCA_039657385.1,GCA_039657385.1 ASM3965738v1 Citrus x changshan-huyou,
GCA_031216115.1,GCA_031216115.1 Ssia_1.0 Senna siamea,
GCA_946000715.1,GCA_946000715.1 VITVixKober5BB_v1.0 Vitis cinerea var. helleri x Vitis riparia,
GCA_946000675.1,GCA_946000675.1 VITVix101-14Mgt_v1.0 Vitis riparia x Vitis rupestris,
GCA_036346145.1,GCA_036346145.1 KIB_Olat_2 Olyra latifolia,
GCA_028095005.1,GCA_028095005.1 MPIPZ_rhyPub2m_2.0 Rhynchospora pubera,
GCA_033675395.1,GCA_033675395.1 ASM3367539v1 Rhodiola chrysanthemifolia,
GCA_036898215.1,GCA_036898215.1 ASM3689821v1 Platycarya strobilacea,
GCA_964030455.1,GCA_964030455.1 Ltrigynum_genome Linum trigynum,
GCA_037113605.1,GCA_037113605.1 CS_V1 Calophaca sinica,
GCA_016097545.1,GCA_016097545.1 ASM1609754v1 Eucalyptus victrix,
GCA_031439585.1,GCA_031439585.1 Pmac_1.0 Pterocarpus macrocarpus,
GCA_964106765.1,GCA_964106765.1 dcMoeTrin1.hap1.1 Moehringia trinervia,
GCA_037179405.1,GCA_037179405.1 UCR_Fairchild_v1.0 Citrus clementina x Citrus x tangelo,
GCA_039877755.1,GCA_039877755.1 ASM3987775v1 Apocynum pictum,
GCA_964059625.1,GCA_964059625.1 daJasMont1.hap1.1 Jasione montana,
GCA_963930675.1,GCA_963930675.1 daGnaUlig1.1 Gnaphalium uliginosum,
GCA_036321655.1,GCA_036321655.1 ASM3632165v1 Quercus alba,
GCA_963969395.1,GCA_963969395.1 cbPsePuru1.1 Pseudoscleropodium purum,
GCA_964014455.1,GCA_964014455.1 csSphJens1.h2.1 Sphagnum jensenii,
GCA_030064385.1,GCA_030064385.1 Mqui_v1_hapA Melaleuca quinquenervia,
GCA_025698515.1,GCA_025698515.1 ASM2569851v1 Gossypium sturtianum,
GCA_963970355.1,GCA_963970355.1 csSphTroe1.h2.1 Sphagnum troendelagicum,
GCA_014182725.1,GCA_014182725.1 ASM1418272v1 Eucalyptus brandiana,
GCA_963966055.1,GCA_963966055.1 drLatApha1.1 Lathyrus aphaca,
GCA_017140165.1,GCA_017140165.1 ASM1714016v1 Eucalyptus shirleyi,
GCA_964187755.2,GCA_964187755.2 ysh_2023 Helwingia omeiensis,
GCA_964058835.1,GCA_964058835.1 lpCarRost1.1 Carex rostrata,
GCA_900464855.2,GCA_900464855.2 mschizocarpa_assembly_v2 Musa schizocarpa,
GCA_017140475.1,GCA_017140475.1 ASM1714047v1 Eucalyptus fibrosa,
GCA_036346265.1,GCA_036346265.1 KIB_Mbac_1 Melocanna baccifera,
GCA_016097485.1,GCA_016097485.1 ASM1609748v1 Eucalyptus sideroxylon x Eucalyptus melliodora,
GCA_029379335.1,GCA_029379335.1 ASM2937933v1 Thymus mandschuricus,
GCA_902729315.2,GCA_902729315.2 Spirodela_intermedia_8410_2 Spirodela intermedia,
GCA_964035585.1,GCA_964035585.1 cbPolForo1.1 Polytrichum formosum,
GCA_964059535.1,GCA_964059535.1 daTraPrat1.hap1.1 Tragopogon pratensis,
GCA_964188195.1,GCA_964188195.1 daFilLute1.hap1.1 Filago lutescens,
GCA_014182405.2,GCA_014182405.2 ASM1418240v2 Eucalyptus sideroxylon,
GCA_964059565.1,GCA_964059565.1 daLamAmpl1.hap1.1 Lamium amplexicaule,
GCA_034703905.1,GCA_034703905.1 C.berlandieri_1.0 Chenopodium berlandieri,
GCA_964059225.1,GCA_964059225.1 daVerVern1.1 Veronica verna,
GCA_014182885.2,GCA_014182885.2 ASM1418288v2 Eucalyptus caleyi,
GCA_014182735.1,GCA_014182735.1 ASM1418273v1 Corymbia maculata,
GCA_017140185.1,GCA_017140185.1 ASM1714018v1 Eucalyptus polyanthemos subsp. polyanthemos,
GCA_964188015.1,GCA_964188015.1 daVerTrip1.1 Veronica triphyllos,
GCA_964035475.1,GCA_964035475.1 ddSalCapr1.1 Salix caprea,
GCA_964197745.1,GCA_964197745.1 laTriPals1.1 Triglochin palustris,
GCA_030444885.1,GCA_030444885.1 ASM3044488v1 Citrus sp. QX-2021,
GCA_016097605.1,GCA_016097605.1 ASM1609760v1 Eucalyptus guilfoylei,
GCA_022379115.2,GCA_022379115.2 ASM2237911v2 Bauhinia variegata,
GCA_014182555.1,GCA_014182555.1 ASM1418255v1 Eucalyptus erythrocorys,
GCA_014182895.1,GCA_014182895.1 ASM1418289v1 Angophora floribunda,
GCA_014182515.1,GCA_014182515.1 ASM1418251v1 Eucalyptus microcorys,
GCA_037678475.1,GCA_037678475.1 CAF_haisanleng_1.0 Bolboschoenoplectus mariqueter,
GCA_964197715.1,GCA_964197715.1 lpCarDepa1.1 Carex depauperata,
GCA_021605145.1,GCA_021605145.1 ASM2160514v1 Aegilops bicornis,
GCA_963969595.1,GCA_963969595.1 cbNecPumi1.1 Neckera pumila,
GCA_017140255.1,GCA_017140255.1 ASM1714025v1 Eucalyptus paniculata subsp. matutina,
GCA_037127355.1,GCA_037127355.1 CAF_SchTab_1.0 Schoenoplectus tabernaemontani,
GCA_008638375.1,GCA_008638375.1 ASM863837v1 Nyssa sinensis,
GCA_036559045.1,GCA_036559045.1 ASM3655904v1 Platycarya longipes,
GCA_964106755.1,GCA_964106755.1 ddHypPulc1.hap1.1 Hypericum pulchrum,
GCA_036346415.1,GCA_036346415.1 KIB_Rgui_2 Raddia guianensis,
GCA_964058795.1,GCA_964058795.1 lpSchTriq1.1 Schoenoplectus triqueter,
GCA_014182365.1,GCA_014182365.1 ASM1418236v1 Eucalyptus tenuipes,
GCA_964058765.1,GCA_964058765.1 lpCarAren1.1 Carex arenaria,
GCA_007844105.2,GCA_007844105.2 ASM784410v2 Rhamnella rubrinervis,
GCA_964106675.1,GCA_964106675.1 ddHypHirs1.hap1.1 Hypericum hirsutum,
GCA_964106905.1,GCA_964106905.1 drUlmGlab3.hap1.1 Ulmus glabra,
GCA_017140595.1,GCA_017140595.1 ASM1714059v1 Eucalyptus curtisii,
GCA_964058785.1,GCA_964058785.1 lpCarDivu1.1 Carex divulsa,
GCA_036346255.1,GCA_036346255.1 KIB_Aluo_1 Ampelocalamus luodianensis,
GCA_017140615.1,GCA_017140615.1 ASM1714061v1 Eucalyptus cladocalyx,
GCA_032719365.1,GCA_032719365.1 ASM3271936v1 Prinsepia uniflora,
GCA_036346245.1,GCA_036346245.1 KIB_Bamp_2 Bonia amplexicaulis,
GCA_964059935.1,GCA_964059935.1 drTriStri1.hap1.1 Trifolium striatum,
GCA_017140325.1,GCA_017140325.1 ASM1714032v1 Eucalyptus leucophloia subsp. euroa,
GCA_031216185.1,GCA_031216185.1 ASM3121618v1 Syzygium aqueum,
GCA_964058815.1,GCA_964058815.1 lpCarSylv1.1 Carex sylvatica,
GCA_031216285.1,GCA_031216285.1 ASM3121628v1 Syzygium syzygioides,
GCA_014182695.1,GCA_014182695.1 ASM1418269v1 Eucalyptus albens,
GCA_016097595.1,GCA_016097595.1 ASM1609759v1 Eucalyptus pumila,
GCA_014182395.1,GCA_014182395.1 ASM1418239v1 Eucalyptus sp. ANBG9806169,
GCA_014182375.1,GCA_014182375.1 ASM1418237v1 Eucalyptus virginea,
GCA_017140395.1,GCA_017140395.1 ASM1714039v1 Eucalyptus lansdowneana,
GCA_009725075.1,GCA_009725075.1 ASM972507v1 Coix aquatica,
GCA_036346395.1,GCA_036346395.1 KIB_Hcal_1 Hsuehochloa calcarea,
GCA_022702705.1,GCA_022702705.1 VMJ Papilionanthe hookeriana x Papilionanthe teres,
GCA_014182575.1,GCA_014182575.1 ASM1418257v1 Eucalyptus decipiens,
GCA_014182845.1,GCA_014182845.1 ASM1418284v1 Corymbia calophylla,
GCA_037832335.1,GCA_037832335.1 SYSU_Capect Carallia pectinifolia,
GCA_026225825.1,GCA_026225825.1 Pint_V1 Pistacia integerrima,
GCA_036346275.1,GCA_036346275.1 KIB_Ogla_1 Otatea glauca,
GCA_039519145.1,GCA_039519145.1 ASM3951914v1 Kokia cookei,
GCA_964188245.1,GCA_964188245.1 drAstAlpi1.hap1.1 Astragalus alpinus,
GCA_027742785.1,GCA_027742785.1 ASM2774278v1 Vigna reflexopilosa,
GCA_014182715.1,GCA_014182715.1 ASM1418271v1 Eucalyptus cloeziana,
GCA_002814295.2,GCA_002814295.2 ASM281429v2 Kokia drynarioides,
GCA_020226225.1,GCA_020226225.1 ST_assembly Prunus davidiana,
GCA_947650365.1,GCA_947650365.1 Cjaponica_Koshiki_v1.0 Chionographis japonica,
GCA_039519135.1,GCA_039519135.1 ASM3951913v1 Kokia kauaiensis,
GCA_023065735.1,GCA_023065735.1 IRD_Cohum_1.0 Coffea humblotiana,
GCA_030789695.1,GCA_030789695.1 AKTIVAN_assembly Scilla litardierei,
GCA_014182585.1,GCA_014182585.1 ASM1418258v1 Eucalyptus coolabah,
GCA_024085815.1,GCA_024085815.1 ASM2408581v1 Flaveria linearis,
GCA_036346375.1,GCA_036346375.1 KIB_Gang_2 Guadua angustifolia,
GCA_025583645.1,GCA_025583645.1 ASM2558364v1 Gossypium ekmanianum,
GCA_040113135.1,GCA_040113135.1 ASM4011313v1 Mimulus sookensis,
GCA_964058905.1,GCA_964058905.1 lpEleQuin1.1 Eleocharis quinqueflora,
GCA_018691285.1,GCA_018691285.1 UNAM_Csor_1.0 Cucurbita argyrosperma subsp. sororia,
GCA_025506505.1,GCA_025506505.1 ASM2550650v1 Flaveria sonorensis,
GCA_014182565.1,GCA_014182565.1 ASM1418256v1 Eucalyptus marginata,
GCA_963924305.1,GCA_963924305.1 dcPolMari1.1 Polygonum maritimum,
GCA_016097615.1,GCA_016097615.1 ASM1609761v1 Eucalyptus dawsonii,
GCA_021605205.1,GCA_021605205.1 ASM2160520v1 Aegilops longissima,
GCA_039583875.1,GCA_039583875.1 PGUA_v1.0 Platanthera guangdongensis,
GCA_028583415.1,GCA_028583415.1 ASM2858341v1 Protea cynaroides,
GCA_025215565.1,GCA_025215565.1 ASM2521556v1 Flaveria ramosissima,
GCA_029204225.1,GCA_029204225.1 Diphasiastrum complanatum v3.1 Diphasiastrum complanatum,
GCA_026229545.1,GCA_026229545.1 Patl_V1 Pistacia atlantica,
GCA_014182385.1,GCA_014182385.1 ASM1418238v1 Eucalyptus viminalis,
GCA_022036555.1,GCA_022036555.1 ASM2203655v1 Microstegium vimineum,
GCA_024034495.1,GCA_024034495.1 ASM2403449v1 Camelina laxa,
GCA_040183295.1,GCA_040183295.1 ASM4018329v1 Rubus argutus,
GCA_036172215.1,GCA_036172215.1 CUHK_Cgra_2.1 Camellia granthamiana,
GCA_022432975.1,GCA_022432975.1 ASM2243297v1 Begonia masoniana,
GCA_028015245.1,GCA_028015245.1 CEMPS_Cocculta_1.0 Cardamine occulta,
GCA_003313485.2,GCA_003313485.2 Pbar.2022.LG Penstemon barbatus,
GCA_024500145.1,GCA_024500145.1 ASM2450014v1 Gentiana dahurica var. dahurica,
GCA_963971425.1,GCA_963971425.1 cbBryCale10.1 Bryoerythrophyllum caledonicum,
GCA_007115665.2,GCA_007115665.2 SEGI.2.0 Sequoiadendron giganteum,
GCA_026212405.1,GCA_026212405.1 ASM2621240v1 Petrea volubilis,
GCA_025413025.1,GCA_025413025.1 ASM2541302v1 Ficus hispida,
GCA_022433065.1,GCA_022433065.1 ASM2243306v1 Begonia loranthoides,
GCA_019804595.1,GCA_019804595.1 ASM1980459v1 Bruguiera parviflora,
GCA_003063285.2,GCA_003063285.2 ASM306328v2 Arachis monticola,
GCA_029168755.2,GCA_029168755.2 TFas_v1.1 Tillandsia fasciculata,
GCA_022433055.1,GCA_022433055.1 ASM2243305v1 Begonia peltatifolia,
GCA_029204045.2,GCA_029204045.2 TLei_v1.1 Tillandsia leiboldiana,
GCA_012295235.1,GCA_012295235.1 ASM1229523v1 Primulina huaijiensis,
GCA_001484125.2,GCA_001484125.2 MPIPZ_Amontbretiana_3.1 Arabis montbretiana,
GCA_027562315.1,GCA_027562315.1 ASM2756231v1 Costus pulverulentus,
GCA_036630335.1,GCA_036630335.1 Phyfe_v1 Physaria fendleri,
GCA_013677275.1,GCA_013677275.1 ASM1367727v1 Gossypium schwendimanii,
GCA_013467495.1,GCA_013467495.1 ASM1346749v1 Gossypium gossypioides,
GCA_013467465.1,GCA_013467465.1 ASM1346746v1 Gossypium trilobum,
GCA_013467485.1,GCA_013467485.1 ASM1346748v1 Gossypium lobatum,
GCA_013487665.1,GCA_013487665.1 ASM1348766v1 Gossypium aridum,
GCA_013511315.1,GCA_013511315.1 ASM1351131v1 Gossypium laxum,
GCA_013677265.1,GCA_013677265.1 ASM1367726v1 Gossypium armourianum,
GCF_000150535.2,GCF_000150535.2 Papaya1.0 Carica papaya,
GCA_030159175.1,GCA_030159175.1 Glur_r1.0 Glycyrrhiza uralensis,
GCA_026008535.1,GCA_026008535.1 Pfru_yukari_1.0 Perilla frutescens,
GCA_008326285.1,GCA_008326285.1 Oryza_officinalis_v1.0 Oryza officinalis,
GCA_030159115.1,GCA_030159115.1 AAR_r2.2 Actinidia arguta var. hypoleuca,
GCA_037176725.1,GCA_037176725.1 Posidonia oceanica var. Po_2 version 1.0 Posidonia oceanica,
GCA_016586305.1,GCA_016586305.1 Opu_r1.4 Ophiorrhiza pumila,
GCA_037157565.1,GCA_037157565.1 Thalassia testudinium var. Tt-101 main haplotype version 1.0 Thalassia testudinum,
GCA_030161315.1,GCA_030161315.1 Ej_v1.1.2_hap1 Eutrema japonicum,
GCA_001662345.2,GCA_001662345.2 Mpo_2.0 Metrosideros polymorpha var. glaberrima,
GCA_030159155.1,GCA_030159155.1 ARU_r1.0 Actinidia rufa,
GCA_030159135.1,GCA_030159135.1 APO_r1.1 Actinidia polygama,
GCA_037127165.1,GCA_037127165.1 AANG_UGA4 Alloteropsis angusta,
GCF_000715135.1,GCF_000715135.1 Ntab-TN90 Nicotiana tabacum,
GCF_000226075.1,GCF_000226075.1 SolTub_3.0 Solanum tuberosum,
GCF_004153795.1,GCF_004153795.1 AHAU_CSS_1 Camellia sinensis,
GCA_004153795.2,GCA_004153795.2 AHAU_CSS_2 Camellia sinensis var. sinensis,
GCA_038087645.1,GCA_038087645.1 Saccharum officinarum X spontaneum var R570 v2.1 Saccharum hybrid cultivar R570,
GCA_030674075.2,GCA_030674075.2 EIMB_LUsi_3896_2.0 Linum usitatissimum,
GCA_000787875.1,GCA_000787875.1 SME_r2.5.1 Solanum virginianum,
GCF_014843425.1,GCF_014843425.1 RJC1_Hi-C Jatropha curcas,
GCA_016587475.1,GCA_016587475.1 PPY_r1.0 Pyrus pyrifolia,
GCF_002207925.1,GCF_002207925.1 PAV_r1.0 Prunus avium,
GCF_001683475.1,GCF_001683475.1 ASM168347v1 Chenopodium quinoa,
GCA_028651295.1,GCA_028651295.1 ASM2865129v1 Catharanthus roseus,
GCA_900067695.1,GCA_900067695.1 Pabies01 Picea abies,
GCA_014504835.1,GCA_014504835.1 ASM1450483v1 Vaccinium corymbosum,
GCA_037355625.1,GCA_037355625.1 ASM3735562v1 Petunia x hybrida,
GCA_024626585.1,GCA_024626585.1 ASM2462658v1 Ginkgo biloba,
GCF_019419815.1,GCF_019419815.1 Pyrus_bretschneideri_v1 Pyrus x bretschneideri,
GCA_900078215.1,GCA_900078215.1 Ahal2.2 Arabidopsis halleri subsp. gemmifera,
GCF_000365185.1,GCF_000365185.1 Chinese Lotus 1.1 Nelumbo nucifera,
GCA_036245055.1,GCA_036245055.1 ASM3624505v1 Diospyros kaki,
GCF_000004255.2,GCF_000004255.2 v.1.0 Arabidopsis lyrata subsp. lyrata,
GCA_033239045.1,GCA_033239045.1 ASM3323904v1 Fagopyrum esculentum,
GCA_903112645.1,GCA_903112645.1 pruArmRojPasHapCUR Prunus armeniaca,
GCF_000504015.1,GCF_000504015.1 Mimgu1_0 Erythranthe guttata,
GCA_000966675.3,GCA_000966675.3 WS77111_v2 Picea glauca,
GCA_001633085.1,GCA_001633085.1 Safflower1 Carthamus tinctorius,
GCA_035048815.1,GCA_035048815.1 WUR_AEscu_1 Abelmoschus esculentus,
GCF_000478725.1,GCF_000478725.1 Eutsalg1_0 Eutrema salsugineum,
GCA_027924645.1,GCA_027924645.1 CLA_r1.0 Cunninghamia lanceolata,
GCA_006176705.1,GCA_006176705.1 UPLB_dcnu_1.0 Cocos nucifera,
GCF_001995035.1,GCF_001995035.1 ASM199503v1 Momordica charantia,
GCA_014162995.1,GCA_014162995.1 Aran Artemisia annua,
GCA_001517045.1,GCA_001517045.1 DougFir1.0 Pseudotsuga menziesii,
GCA_014183005.1,GCA_014183005.1 ASM1418300v1 Castanea mollissima,
GCA_001185155.1,GCA_001185155.1 Zosma_marina.v.2.1 Zostera marina,
GCA_025388495.1,GCA_025388495.1 ASM2538849v1 Curcuma longa,
GCF_002906115.3,GCF_002906115.3 Cork oak 2.0 Quercus suber,
GCA_000404065.3,GCA_000404065.3 Ptaeda2.0 Pinus taeda,
GCA_030267885.1,GCA_030267885.1 Mcrystallinum_1.0 Mesembryanthemum crystallinum,
GCA_039654485.1,GCA_039654485.1 ASM3965448v1 Withania somnifera,
GCA_032362305.1,GCA_032362305.1 ASM3236230v1 Paeonia lactiflora,
GCA_003013225.1,GCA_003013225.1 ASM301322v1 Phalaenopsis aphrodite,
GCF_009805555.1,GCF_009805555.1 ASM980555v1 Andrographis paniculata,
GCF_005239225.1,GCF_005239225.1 ASM523922v1 Populus alba,
GCF_000493195.1,GCF_000493195.1 Citrus_clementina_v1.0 Citrus x clementina,
GCA_001412135.1,GCA_001412135.1 ASM141213v1 Silene latifolia subsp. alba,
GCA_947311845.1,GCA_947311845.1 Poa_pratensis_v1 Poa pratensis,
GCA_030407325.1,GCA_030407325.1 ASM3040732v1 Camellia japonica,
GCF_000375325.1,GCF_000375325.1 Caprub1_0 Capsella rubella,
GCA_017589665.1,GCA_017589665.1 ASM1758966v1 Selenicereus undatus,
GCA_009936405.2,GCA_009936405.2 ASM993640v2 Stevia rebaudiana,
GCA_008808055.3,GCA_008808055.3 ASM880805v3 Sporobolus alterniflorus,
GCF_002738365.1,GCF_002738365.1 Cmos_1.0 Cucurbita moschata,
GCA_001974825.2,GCA_001974825.2 COLO4_1.0 Corchorus olitorius,
GCF_000495115.2,GCF_000495115.2 PopEup_1.0 Populus euphratica,
GCA_002156105.1,GCA_002156105.1 ASM215610v1 Passiflora edulis,
GCA_021397835.1,GCA_021397835.1 ASM2139783v1 Moringa oleifera,
GCF_000143415.4,GCF_000143415.4 v1.0 Selaginella moellendorffii,
GCF_018835915.1,GCF_018835915.1 ASM1883591v1 Vigna umbellata,
GCF_000463585.1,GCF_000463585.1 ASM46358v1 Tarenaya hassleriana,
GCA_026120095.1,GCA_026120095.1 Arnaucho_INIA Capsicum chinense,
GCA_000970635.1,GCA_000970635.1 ASM97063v1 Eragrostis tef,
GCA_004801955.1,GCA_004801955.1 ASM480195v1 Calotropis procera,
GCA_027924585.1,GCA_027924585.1 LKA_r1.0 Larix kaempferi,
GCA_019776075.1,GCA_019776075.1 ASM1977607v1 Amaranthus palmeri,
GCA_005392925.1,GCA_005392925.1 SCBG_Asin_1.0 Aquilaria sinensis,
GCF_002738345.1,GCF_002738345.1 Cmax_1.0 Cucurbita maxima,
GCA_900332095.2,GCA_900332095.2 Cuscuta Cuscuta campestris,
GCA_012979155.1,GCA_012979155.1 hypericum.10X.300bp Hypericum perforatum,
GCF_000471905.2,GCF_000471905.2 AMTR1.0 Amborella trichopoda,
GCF_001263595.1,GCF_001263595.1 ASM126359v1 Phalaenopsis equestris,
GCA_010110895.2,GCA_010110895.2 Q903_v1 Picea sitchensis,
GCA_003991445.1,GCA_003991445.1 ASM399144v1 Oryza meyeriana var. granulata,
GCA_028455895.1,GCA_028455895.1 ASM2845589v1 Rhodomyrtus tomentosa,
GCA_033242345.1,GCA_033242345.1 ASM3324234v1 Citrus unshiu,
GCA_019593545.1,GCA_019593545.1 ASM1959354v1 Apocynum venetum,
GCA_019925245.2,GCA_019925245.2 MQ-UA-ANU_Oaus-KR_2.0 Oryza australiensis,
GCA_020976635.1,GCA_020976635.1 NIFoS_Ccrenata_1.0 Castanea crenata,
GCA_007115705.1,GCA_007115705.1 ASM711570v1 Dactylis glomerata,
GCA_019454045.1,GCA_019454045.1 ZanBun Zanthoxylum bungeanum,
GCA_007258455.2,GCA_007258455.2 SESE.2.2 Sequoia sempervirens,
GCA_002013955.2,GCA_002013955.2 C_medica_denovo_2 Citrus medica,
GCF_001605985.2,GCF_001605985.2 ASM160598v2 Dendrobium catenatum,
GCF_000414095.1,GCF_000414095.1 ASM41409v2 Morus notabilis,
GCA_014905375.1,GCA_014905375.1 Pjver1 Phtheirospermum japonicum,
GCA_008642245.1,GCA_008642245.1 CSU_KoSco_1.0 Bassia scoparia,
GCA_000418225.1,GCA_000418225.1 Zizania_latifolia_v01 Zizania latifolia,
GCA_001278415.1,GCA_001278415.1 OciTen1.0 Ocimum tenuiflorum,
GCA_025330945.1,GCA_025330945.1 ASM2533094v1 Mucuna pruriens,
GCF_001879475.1,GCF_001879475.1 Asagao_1.1 Ipomoea nil,
GCA_020883675.1,GCA_020883675.1 ASM2088367v1 Bruguiera gymnorhiza,
GCA_027704765.1,GCA_027704765.1 ASM2770476v1 Solanum habrochaites,
GCF_008641045.1,GCF_008641045.1 PisVer_v2 Pistacia vera,
GCF_002303985.1,GCF_002303985.1 Duzib1.0 Durio zibethinus,
GCA_019722365.1,GCA_019722365.1 PUR_Leryth_1.0 Lithospermum erythrorhizon,
GCA_900184695.1,GCA_900184695.1 Bpev01 Betula pendula,
GCA_900205405.1,GCA_900205405.1 ASM90020540v1 Echinochloa crus-galli,
GCA_029582705.1,GCA_029582705.1 chc0917 Solanum chacoense,
GCA_028571145.1,GCA_028571145.1 ASM2857114v1 Dionaea muscipula,
GCA_008921755.1,GCA_008921755.1 MAQUI01 Aristotelia chilensis,
GCA_002091855.1,GCA_002091855.1 Nnimmo_assembly01 Nothapodytes nimmoniana,
GCA_002897215.1,GCA_002897215.1 ECA_r1.0 Eschscholzia californica subsp. californica,
GCA_038485145.1,GCA_038485145.1 ASM3848514v1 Hibiscus sabdariffa,
GCA_034222035.1,GCA_034222035.1 Acra_USDA_v1 Acacia crassicarpa,
GCA_964019355.1,GCA_964019355.1 C195_Genome Lupinus luteus,
GCA_029747655.1,GCA_029747655.1 EnVent_Maze_1.0 Ensete ventricosum,
GCA_018398585.1,GCA_018398585.1 QK_Jojo_M_Omni-C Simmondsia chinensis,
GCA_030179965.1,GCA_030179965.1 Ces_v0.1 Cyperus esculentus,
GCF_006381635.1,GCF_006381635.1 ASM638163v2 Hibiscus syriacus,
GCA_016859785.1,GCA_016859785.1 MUN_r1.11 Macrotyloma uniflorum,
GCA_002738505.1,GCA_002738505.1 Aquilegia_coerulea_v1 Aquilegia coerulea,
GCA_012274485.2,GCA_012274485.2 S.alba_v1 Sinapis alba,
GCA_001974805.1,GCA_001974805.1 CCACVL1_1.0 Corchorus capsularis,
